rownames	cd14_sample1	cd14_sample2	cd4_sample1	cd4_sample2	cd14_sample3	cd14_sample4	cd14_sample5	cd14_sample6	cd4_sample3	cd4_sample4	cd4_sample5	cd4_sample6
ZNF385B	8	0	37	6	0	0	0	0	0	0	0	4
ZNF385C	2	2	3	0	17	8	20	2	18	1	2	15
ZNF385D	13	0	13	16	0	8	0	31	0	0	2	42
ZNF385D-AS1	1	0	1	1	0	17	0	6	0	0	0	0
ZNF385D-AS2	0	0	0	1	0	0	0	0	0	0	0	0
ZNF391	0	0	18	6	0	0	0	0	67	178	125	14
ZNF394	879	684	1,092	1,652	2,546	1,884	1,848	2,507	2,758	2,416	2,567	3,111
ZNF395	488	260	776	815	715	554	1,433	951	1,779	1,166	1,189	2,005
ZNF396	57	20	30	9	54	103	121	137	83	104	139	58
ZNF397	183	152	501	77	308	356	592	191	675	746	666	517
ZNF398	584	694	335	429	794	704	834	1,177	2,047	2,200	1,821	1,290
ZNF404	0	0	0	1	0	32	155	140	58	169	123	364
ZNF407	881	395	1,398	1,010	842	880	432	588	1,343	1,027	1,274	1,217
ZNF408	252	0	385	0	1,130	862	664	719	635	848	674	628
ZNF41	547	552	603	867	240	892	743	642	1,147	1,383	1,291	1,062
ZNF410	1,309	2,698	1,664	1,235	4,521	4,092	3,814	4,271	3,236	3,470	3,214	2,796
ZNF414	54	15	76	174	264	96	131	85	175	143	175	242
ZNF415	1	0	83	1	0	2	0	42	36	23	115	153
ZNF416	139	142	233	356	112	242	139	298	450	572	546	111
ZNF417	212	44	262	687	252	623	167	531	1,083	900	731	847
ZNF418	0	83	36	28	44	51	94	144	42	106	87	282
ZNF419	86	279	403	234	188	368	461	78	666	715	861	474
ZNF420	511	703	867	517	284	422	521	289	1,728	1,640	1,951	1,429
ZNF423	8	0	80	1	0	0	6	0	0	0	0	6
ZNF425	0	82	1	308	55	26	120	1	250	69	130	94
ZNF426	91	311	592	708	238	360	466	326	892	678	625	773
ZNF428	12	36	32	109	234	127	121	121	176	205	180	196
ZNF429	165	13	276	7	40	143	58	126	480	537	294	484
ZNF43	371	61	641	1,008	274	479	213	470	1,932	1,235	907	985
ZNF430	739	667	1,784	528	602	1,346	992	759	3,806	3,273	2,846	2,416
ZNF431	380	357	382	171	324	503	855	454	976	770	886	981
ZNF432	156	14	364	283	133	271	169	307	474	515	417	326
ZNF433	22	11	39	7	53	53	66	14	158	23	115	154
ZNF436	341	858	62	473	539	789	634	384	1,011	1,126	1,090	557
ZNF436-AS1	67	36	41	92	186	26	125	73	98	187	339	64
ZNF438	1,514	811	218	18	2,477	2,644	1,538	1,545	231	278	432	586
ZNF439	0	132	811	244	0	349	143	125	903	407	682	1,100
ZNF44	296	196	897	836	378	1,062	446	688	1,603	1,785	2,565	2,200
ZNF440	330	370	377	270	229	488	331	413	527	428	240	518
ZNF441	4	655	796	1,075	264	347	645	232	1,881	2,095	1,433	776
ZNF442	0	1	80	0	1	56	51	70	30	34	34	96
ZNF443	33	0	212	268	98	14	407	140	455	374	269	232
ZNF444	34	134	262	249	439	323	115	174	690	466	576	526
ZNF445	608	236	926	657	618	497	1,098	333	1,030	943	1,048	773
ZNF446	176	5	75	364	367	171	210	319	337	504	372	485
ZNF449	230	212	362	318	410	1,038	379	956	845	903	682	771
ZNF45	391	760	372	280	296	933	924	613	1,105	1,072	1,030	997
ZNF451	1,685	2,354	3,067	2,166	1,403	2,276	2,401	2,340	4,633	3,698	4,205	2,917
ZNF454	26	0	174	0	0	0	0	0	3	0	0	16
ZNF460	194	5	190	511	250	356	140	193	610	717	219	321
ZNF461	57	207	224	316	55	123	119	132	323	465	270	378
ZNF462	48	60	19	1	0	0	10	0	8	44	15	3
ZNF467	879	1,966	9	139	2,546	1,480	1,906	1,875	39	44	106	80
ZNF468	2,017	804	1,097	1,412	1,317	2,872	1,639	1,398	2,825	3,169	2,757	1,497
ZNF469	0	0	5	0	37	32	94	2	10	0	11	5
ZNF470	73	352	337	325	78	180	23	84	168	385	354	266
ZNF471	483	104	324	191	41	39	200	3	59	28	10	205
ZNF473	191	205	584	215	250	349	219	249	369	748	505	484
ZNF474	0	5	47	0	0	0	3	0	4	0	19	6
ZNF479	13	0	1	0	0	0	0	0	1	0	0	0
ZNF48	0	1	207	88	92	85	78	58	168	189	327	329
ZNF480	517	687	619	996	1,072	1,468	1,250	1,030	2,203	1,738	1,665	1,860
ZNF483	31	241	88	85	16	12	4	0	134	133	85	192
ZNF484	364	443	275	574	252	323	339	322	489	907	572	702
ZNF485	59	173	92	117	52	79	200	108	886	731	486	374
ZNF486	1	2	224	207	91	29	3	48	144	182	94	72
ZNF487	90	55	5	99	166	292	319	223	86	105	135	116
ZNF488	0	0	16	0	0	0	0	0	0	0	0	5
ZNF490	598	53	258	73	334	641	179	617	459	478	489	695
ZNF491	51	2	0	52	1	62	4	9	30	16	80	84
ZNF492	15	20	81	19	1	8	10	13	16	44	38	26
ZNF493	255	366	743	500	67	279	129	239	656	1,239	768	418
ZNF496	44	83	107	165	371	158	207	399	306	392	180	358
ZNF497	70	17	26	45	263	236	101	240	345	105	137	155
ZNF500	93	156	643	346	386	373	361	428	690	920	765	965
ZNF501	116	2	304	3	3	39	213	161	337	322	252	110
ZNF502	54	255	173	54	36	74	40	74	300	432	356	405
ZNF503	18	3	0	0	100	69	28	92	0	0	5	3
ZNF503-AS1	35	0	10	2	1	0	1	0	16	2	2	3
ZNF503-AS2	7	0	0	0	34	109	29	28	0	0	0	0
ZNF506	229	628	1,209	1,432	774	524	576	777	2,209	2,788	2,367	1,421
ZNF507	64	0	881	917	3	54	1	14	2,045	1,823	1,551	1,071
ZNF510	103	157	155	330	75	252	51	269	863	838	976	424
ZNF511	662	1,132	707	596	5,355	2,472	2,106	2,988	1,686	1,631	1,455	1,697
ZNF512	637	993	1,185	1,525	613	1,743	2,730	2,275	3,716	4,958	4,756	5,135
ZNF512B	25	33	114	48	77	14	6	30	184	129	166	270
ZNF513	304	830	515	425	1,687	997	944	720	796	556	653	834
ZNF514	168	213	224	117	62	33	250	241	160	144	212	423
ZNF516	3,088	3,661	509	718	6,609	3,516	4,169	4,706	846	385	521	635
ZNF517	49	0	32	95	102	46	14	30	37	73	49	46
ZNF518A	1,383	869	598	767	1,109	1,719	2,096	1,581	1,053	966	916	1,096
ZNF518B	408	140	1,431	520	490	820	1,031	1,299	1,566	2,267	1,362	1,064
ZNF519	21	2	32	466	1	18	168	107	322	300	438	438
ZNF521	41	17	114	0	0	69	4	0	3	0	0	7
ZNF524	231	202	111	232	1,578	766	1,102	1,215	599	603	645	594
ZNF525	182	25	633	524	45	219	116	101	1,389	793	654	790
ZNF526	295	563	249	452	662	473	420	321	644	764	544	361
ZNF527	224	13	527	211	152	98	145	179	731	530	554	543
ZNF528	263	94	71	215	77	39	332	193	602	469	415	392
ZNF528-AS1	2	0	26	35	5	21	23	27	41	70	47	31
ZNF529	192	425	1,026	1,288	391	369	461	430	1,703	1,796	1,707	1,140
ZNF529-AS1	40	0	90	35	131	114	65	110	64	69	55	103
ZNF530	16	0	158	9	96	78	105	118	399	537	216	281
ZNF532	329	211	187	50	141	95	596	360	247	71	89	194
ZNF534	2	167	90	0	0	15	5	10	0	49	21	58
ZNF536	50	0	0	0	0	0	0	28	3	0	9	38
ZNF540	0	0	484	33	0	3	0	1	440	1,194	743	353
ZNF541	0	3	35	62	0	0	0	5	14	74	7	33
ZNF542P	17	111	158	90	91	422	338	267	524	738	394	448
ZNF543	155	418	357	393	367	461	352	126	608	984	725	568
ZNF544	205	24	244	437	148	222	222	184	1,475	1,575	1,135	1,461
ZNF546	56	237	795	248	124	261	124	139	503	486	711	929
ZNF547	238	0	305	466	190	34	0	6	291	319	273	15
ZNF548	489	72	1,183	1,201	477	563	333	1,038	2,034	1,959	1,808	1,916
ZNF549	47	571	310	378	50	290	223	212	1,661	1,269	1,188	835
ZNF550	91	30	1,503	739	184	330	574	660	3,160	3,108	2,263	2,213
ZNF551	297	8	986	527	174	275	249	381	1,170	1,451	525	613
ZNF552	163	332	136	340	149	476	202	175	594	519	606	305
ZNF554	30	181	71	347	90	118	319	281	333	90	155	183
ZNF555	299	27	535	215	406	470	651	126	299	424	619	357
ZNF556	0	1	23	3	0	24	0	1	15	2	2	3
ZNF557	682	123	859	655	527	599	610	557	904	894	694	844
ZNF558	395	204	698	1,036	765	646	895	964	2,530	1,448	1,741	2,220
ZNF559	482	470	905	1,080	341	876	1,182	848	1,966	1,674	2,499	2,493
ZNF559-ZNF177	0	0	46	23	0	0	43	0	22	25	44	38
ZNF560	0	0	12	1	7	0	44	0	0	0	0	0
ZNF561	257	358	433	572	575	894	1,336	788	791	1,213	1,021	532
ZNF561-AS1	40	0	61	69	145	94	158	251	107	151	144	186
ZNF562	556	221	318	202	735	826	778	878	795	824	633	556
ZNF563	13	222	302	732	61	91	142	150	647	711	1,502	644
ZNF564	568	575	1,040	704	859	1,050	875	1,095	1,213	1,491	1,414	958
ZNF565	99	305	243	232	156	246	113	223	450	384	338	315
ZNF566	220	58	665	778	115	144	252	253	1,128	749	804	797
ZNF567	195	34	217	827	178	360	505	365	1,286	1,193	1,124	714
ZNF568	122	54	545	478	96	65	364	190	673	566	743	722
ZNF569	122	74	311	354	149	73	346	296	479	654	816	352
ZNF57	52	79	152	37	112	210	183	224	394	239	203	194
ZNF570	45	0	18	103	0	76	58	211	387	290	518	249
ZNF571	30	58	119	128	0	18	113	39	608	672	628	489
ZNF571-AS1	0	0	190	41	0	42	3	10	77	57	34	19
ZNF572	5	147	123	12	41	47	227	26	228	188	226	93
ZNF573	7	2	439	459	111	138	407	116	757	583	546	777
ZNF574	173	304	381	564	1,634	994	477	702	1,576	2,041	1,807	992
ZNF575	13	46	0	23	22	32	81	10	103	60	94	93
ZNF576	57	146	123	62	523	425	361	223	335	538	320	236
ZNF577	111	0	269	339	50	138	587	805	593	284	825	1,313
ZNF578	24	258	152	54	4	8	53	5	62	11	41	56
ZNF579	1	2	1	10	16	10	9	3	15	18	9	19
ZNF580	184	107	180	279	601	396	302	322	194	172	171	275
ZNF581	361	234	45	272	1,677	1,218	1,408	1,414	642	474	848	750
ZNF582	75	0	256	174	29	68	125	74	227	354	252	261
ZNF582-AS1	44	0	376	78	15	24	0	34	170	216	188	368
ZNF583	199	10	85	500	155	81	252	254	547	701	443	588
ZNF584	0	14	1	26	279	173	0	143	350	342	375	261
ZNF585A	399	184	753	835	717	626	759	784	1,222	1,192	1,468	1,005
ZNF585B	89	2	465	783	90	255	513	564	1,154	1,474	901	1,132
ZNF586	356	199	836	54	592	562	1,390	1,053	1,173	1,285	1,317	1,783
ZNF587	512	487	899	511	778	1,055	507	783	1,133	1,380	1,059	1,187
ZNF587B	208	87	251	491	473	359	213	223	1,454	813	697	905
ZNF589	527	185	773	531	663	1,355	1,237	1,311	1,287	1,295	1,811	1,429
ZNF592	1,215	1,458	902	1,047	2,163	3,036	3,117	2,728	1,490	1,861	1,645	2,055
ZNF593	58	64	97	128	1,033	513	331	382	397	605	433	254
ZNF594	75	169	323	199	108	121	159	38	478	916	801	217
ZNF595	208	1	227	383	181	385	333	209	489	152	559	224
ZNF596	9	43	128	312	29	247	78	26	379	352	287	130
ZNF597	84	266	209	166	58	411	403	206	555	470	376	186
ZNF598	57	45	41	58	274	131	223	204	208	136	158	224
ZNF599	44	0	50	218	15	65	25	39	237	307	202	190
ZNF600	295	1,342	1,453	1,638	378	758	1,151	762	3,254	1,759	2,118	3,042
ZNF605	323	198	121	44	69	504	128	280	938	574	544	461
ZNF606	5	2	417	1	30	113	91	187	704	480	465	413
ZNF607	0	250	540	505	7	9	100	23	404	996	523	381
ZNF608	15	1	19	14	0	0	8	26	0	1	2	2
ZNF609	317	631	417	392	521	456	520	428	608	530	400	842
ZNF610	18	233	81	17	9	0	0	10	300	83	83	50
ZNF611	272	575	353	177	560	573	512	689	783	796	1,028	1,017
ZNF613	118	5	10	247	316	588	949	93	512	683	701	296
ZNF614	328	641	867	109	184	505	387	404	815	1,334	717	332
ZNF615	169	468	333	297	107	329	326	625	914	665	784	488
ZNF616	420	357	521	402	185	511	68	179	468	773	869	451
ZNF618	177	0	41	1	87	10	20	51	0	0	13	46
ZNF619	520	310	500	670	371	459	386	190	385	481	408	375
ZNF620	29	2	205	4	45	17	4	44	77	186	101	102
ZNF621	537	1,040	956	290	735	705	523	595	1,177	1,222	675	955
ZNF622	773	728	523	835	3,550	3,059	2,710	2,477	2,625	2,865	2,448	2,192
ZNF623	396	244	326	761	723	749	759	429	659	679	1,004	886
ZNF624	338	494	242	287	160	518	386	450	830	694	824	576
ZNF625	0	0	1	0	0	25	0	0	47	42	4	0
ZNF625-ZNF20	0	0	0	32	0	0	0	9	0	0	0	0
ZNF626	161	89	121	351	78	106	56	72	628	874	336	541
ZNF627	384	456	143	716	506	733	761	351	665	388	821	772
ZNF628	0	0	8	0	52	29	1	36	17	18	13	26
ZNF629	78	139	35	338	621	332	274	247	169	194	202	130
ZNF630	0	0	93	9	1	79	245	44	152	226	190	161
ZNF630-AS1	0	0	8	0	0	0	0	0	0	0	0	3
ZNF638	2,410	2,558	2,899	4,104	1,784	4,467	3,382	3,789	4,748	5,190	5,287	4,725
ZNF639	190	36	928	606	757	856	741	1,299	2,322	1,933	1,920	2,260
ZNF641	1,196	924	990	1,042	1,267	2,065	2,114	1,157	846	1,448	1,880	774
ZNF644	1,260	793	1,577	1,797	1,393	2,766	1,366	2,129	3,490	3,867	2,704	2,350
ZNF645	37	0	30	0	0	0	0	0	0	0	0	0
ZNF646	323	442	116	75	596	742	783	587	437	734	601	609
ZNF648	26	0	0	0	0	0	0	0	0	0	2	0
ZNF649	74	398	214	362	152	376	600	262	716	507	568	356
ZNF649-AS1	1	5	1	0	4	0	1	1	1	3	1	3
ZNF652	3,088	4,949	3,101	2,873	2,226	3,687	3,564	3,252	4,061	5,544	3,866	2,738
ZNF653	6	15	12	26	44	27	53	7	43	32	11	59
ZNF654	700	1,023	628	340	525	994	635	926	1,567	1,490	1,324	1,028
ZNF655	3,025	4,634	4,165	2,959	9,479	7,358	4,789	5,633	8,566	7,717	7,167	7,185
ZNF658	77	48	36	158	45	63	174	66	147	133	135	222
ZNF658B	0	0	1	0	0	0	0	0	8	2	3	4
ZNF660	0	0	0	0	22	0	1	0	28	39	1	0
ZNF662	44	5	115	73	5	1	3	21	195	108	222	239
ZNF663P	2	0	3	1	0	0	0	0	2	0	0	12
ZNF664	175	118	168	49	164	147	188	490	519	769	536	424
ZNF664-FAM101A	0	0	0	7	0	0	0	0	0	0	0	0
ZNF665	4	2	114	9	1	5	4	1	76	97	180	174
ZNF667	46	49	80	7	1	0	19	3	107	13	5	103
ZNF667-AS1	86	5	103	10	0	12	4	56	27	115	12	291
ZNF668	134	272	56	39	909	530	314	314	473	406	399	248
ZNF669	181	9	222	60	414	167	248	258	235	259	409	289
ZNF670	40	0	190	58	244	87	363	171	266	231	306	157
ZNF670-ZNF695	2	7	5	4	0	2	1	0	1	1	3	3
ZNF671	186	121	278	250	599	683	681	573	1,902	1,184	1,887	1,733
ZNF672	593	1,232	110	86	3,067	2,000	2,056	1,495	909	1,321	1,119	704
ZNF674	30	380	65	121	100	65	90	77	88	91	106	120
ZNF674-AS1	175	83	212	16	325	266	316	282	430	289	387	165
ZNF675	88	1	647	438	358	232	244	425	1,284	1,400	1,402	1,127
ZNF676	94	23	67	78	0	0	28	0	0	0	0	3
ZNF677	37	5	149	45	21	12	63	48	104	69	156	126
ZNF678	215	0	288	95	42	176	204	357	400	236	444	391
ZNF679	36	0	6	1	0	3	0	0	1	0	2	5
ZNF680	11	181	831	219	78	166	272	247	639	567	657	555
ZNF681	15	134	388	261	11	12	54	119	612	400	381	241
ZNF682	16	3	398	219	9	42	10	15	542	370	273	245
ZNF683	8	0	0	589	18	28	25	17	277	112	16	104
ZNF684	65	2	92	188	254	206	203	168	178	353	174	155
ZNF687	54	3	5	48	206	162	149	46	111	58	78	63
ZNF688	462	91	160	443	1,383	739	948	1,003	936	1,014	760	1,171
ZNF689	365	462	172	503	803	1,123	791	653	1,245	966	704	529
ZNF69	17	1	21	10	118	53	54	49	35	100	135	92
ZNF691	76	204	274	227	358	526	473	282	572	775	488	475
ZNF692	183	514	712	505	166	415	809	872	1,045	1,426	1,792	2,404
ZNF695	1	1	0	2	3	9	3	0	1	2	0	1
ZNF696	171	14	256	205	103	111	98	78	357	425	213	258
ZNF697	77	3	0	0	227	202	91	189	0	0	0	0
ZNF699	40	0	286	148	24	85	15	74	209	157	149	285
ZNF7	1,045	1,308	1,049	1,396	1,545	1,578	1,557	1,937	2,707	2,761	2,615	2,166
ZNF70	23	2	105	3	37	51	13	16	42	58	59	33
ZNF700	400	1,271	774	1,336	1,061	1,423	1,701	668	2,257	1,638	1,401	1,825
ZNF701	641	860	698	756	687	1,692	1,371	1,263	1,435	1,620	1,802	1,033
ZNF702P	63	8	509	7	0	265	61	1	23	204	207	28
ZNF703	3	6	0	0	74	15	84	154	0	0	0	5
ZNF704	119	7	287	0	0	0	0	27	23	0	11	8
ZNF705A	0	0	8	0	0	0	0	0	0	0	0	0
ZNF705B	1	0	0	0	0	0	0	0	0	0	0	0
ZNF705D	97	0	41	0	0	0	0	0	0	0	0	0
ZNF705E	29	2	40	18	3	8	0	0	51	11	20	33
ZNF705G	0	0	1	0	0	0	0	0	0	0	0	0
ZNF706	1,636	1,449	1,189	1,009	6,713	5,883	6,453	6,864	3,409	4,321	3,605	3,736
ZNF707	86	113	56	227	613	158	313	179	117	219	221	262
ZNF708	183	153	610	589	126	635	253	321	1,358	1,710	1,624	999
ZNF709	111	33	453	414	21	77	177	45	347	526	383	209
ZNF71	0	271	62	106	466	328	313	223	282	324	304	408
ZNF710	745	514	61	340	1,177	872	1,007	829	163	133	224	186
ZNF711	23	0	150	1	0	12	0	77	156	86	145	200
ZNF713	62	56	74	34	28	56	111	136	52	20	102	86
ZNF714	104	185	544	382	67	150	123	92	194	326	527	241
ZNF716	106	41	101	10	1	8	1	1	21	6	6	16
ZNF717	81	14	319	23	144	104	24	296	235	337	331	320
ZNF718	80	108	229	92	95	158	133	114	364	243	217	304
ZNF720	118	87	247	339	351	321	197	322	310	478	537	407
ZNF721	603	35	1,951	2,740	713	1,181	986	1,325	4,746	3,305	3,101	2,927
ZNF724P	11	43	22	0	7	5	0	9	24	19	6	8
ZNF726	0	0	32	48	0	8	25	6	20	29	44	31
ZNF727	73	0	4	72	0	0	0	0	5	0	22	0
ZNF728	0	216	21	1	0	0	0	0	0	0	1	3
ZNF729	41	0	78	5	0	0	0	0	0	0	0	0
ZNF730	1	0	111	50	0	0	0	0	3	0	0	0
ZNF732	0	87	75	54	0	0	0	0	1	0	2	11
ZNF733P	3	1	8	0	0	0	3	3	0	0	0	13
ZNF735	5	1	4	0	0	0	6	0	0	0	3	0
ZNF736	810	513	784	739	544	592	721	758	884	813	584	556
ZNF737	83	24	517	642	111	111	150	68	1,298	1,335	1,708	1,254
ZNF738	436	372	319	45	166	179	121	258	270	441	295	190
ZNF74	94	222	49	237	98	145	289	245	279	519	491	172
ZNF740	140	29	225	431	270	233	397	52	147	358	240	80
ZNF746	1,316	772	546	272	2,863	1,541	1,369	1,246	694	573	720	850
ZNF747	202	244	177	280	827	427	545	491	629	604	500	585
ZNF749	2	2	128	43	26	112	113	8	298	243	185	232
ZNF750	20	0	0	0	0	0	43	0	2	3	7	31
ZNF75A	296	957	754	964	367	873	852	937	2,222	1,850	1,531	1,672
ZNF75D	582	687	1,238	1,247	439	1,303	1,082	1,151	1,474	2,175	1,615	1,298
ZNF76	492	481	1,090	978	1,971	1,888	801	1,249	2,091	2,398	2,163	2,709
ZNF761	574	463	646	938	523	886	273	1,093	2,120	1,532	1,608	1,608
ZNF763	62	440	169	52	213	325	407	73	355	272	459	356
ZNF764	179	144	291	10	169	140	195	146	477	441	584	242
ZNF765	326	523	1,108	422	246	880	209	341	1,157	1,402	1,185	477
ZNF766	292	1,160	1,368	2,066	1,024	1,414	1,838	1,447	4,002	3,978	4,068	2,291
ZNF767P	333	492	982	786	308	717	935	642	1,179	1,438	1,543	1,346
ZNF768	65	204	28	1	145	99	135	106	45	16	27	21
ZNF77	84	382	110	500	69	194	172	176	420	452	232	177
ZNF770	2,085	1,604	2,713	3,236	3,636	3,521	4,566	3,189	5,673	5,167	4,962	4,596
ZNF771	11	0	52	5	32	56	46	9	72	90	143	92
ZNF772	381	87	32	239	81	231	143	198	177	612	389	514
ZNF773	31	606	71	503	153	396	4	146	740	853	673	527
ZNF774	47	1	49	4	0	0	0	0	2	0	10	14
ZNF775	73	194	63	71	181	56	119	59	43	32	112	131
ZNF776	361	958	459	724	632	771	1,183	684	1,487	1,288	1,597	1,012
ZNF777	15	68	30	102	44	55	178	80	51	63	75	234
ZNF778	7	0	109	134	112	263	174	147	265	128	165	367
ZNF780A	1,005	912	718	370	655	1,119	1,395	494	961	1,318	1,281	371
ZNF780B	400	245	287	278	139	335	438	126	840	761	575	708
ZNF781	60	0	380	24	0	5	13	2	113	234	334	300
ZNF782	141	2	81	39	25	184	113	179	250	328	230	249
ZNF783	310	423	280	1,228	431	414	716	585	1,975	1,458	955	1,289
ZNF784	30	3	9	40	139	81	39	37	39	55	17	78
ZNF785	194	77	364	341	156	302	543	226	283	361	446	318
ZNF786	147	222	459	678	308	709	535	334	752	1,254	692	891
ZNF787	20	33	14	15	85	33	48	52	17	15	4	23
ZNF788	175	2	40	5	12	160	292	226	1	14	21	4
ZNF789	180	0	227	180	165	250	121	198	422	460	449	738
ZNF79	219	266	238	321	190	824	483	154	692	596	524	636
ZNF790	48	0	291	80	83	118	188	115	352	337	126	364
ZNF790-AS1	13	0	41	120	0	38	0	72	122	73	78	145
ZNF791	623	596	667	1,434	1,147	1,061	1,384	1,916	1,525	1,957	2,129	1,427
ZNF792	100	0	183	793	90	518	39	204	1,101	1,195	1,468	1,338
ZNF793	22	57	592	297	8	5	35	34	286	256	304	310
ZNF793-AS1	2	0	0	2	0	0	0	0	32	36	2	29
ZNF799	79	286	234	331	381	305	515	408	522	385	594	677
ZNF8	151	0	344	145	336	261	203	249	222	264	360	413
ZNF80	0	2	226	135	0	2	15	0	216	204	368	286
ZNF800	805	958	1,229	1,732	1,264	1,816	1,117	1,833	3,134	2,171	2,455	2,059
ZNF804A	368	705	128	2	564	513	969	608	4	15	4	0
ZNF804B	0	0	0	1	0	0	0	0	0	0	0	0
ZNF805	724	1,239	1,751	1,078	673	771	731	1,080	2,031	1,537	1,203	839
ZNF806	6	0	1	0	0	0	11	0	0	0	0	0
ZNF808	104	209	475	411	18	270	394	354	480	225	546	615
ZNF81	111	87	21	32	30	268	139	194	159	303	477	169
ZNF812	0	13	28	0	0	0	1	0	0	0	7	1
ZNF813	126	7	403	267	48	309	249	140	603	335	246	358
ZNF814	363	415	306	490	291	440	240	474	975	763	505	1,331
ZNF815P	192	230	424	200	205	334	153	258	581	629	833	930
ZNF816	398	1,049	324	192	477	396	308	468	1,049	1,298	1,100	658
ZNF816-ZNF321P	0	0	0	0	10	0	0	0	0	0	15	0
ZNF818P	42	52	34	99	49	47	130	84	125	76	135	144
ZNF821	99	29	36	124	283	265	332	216	173	222	240	354
ZNF823	0	1	357	37	98	122	189	143	189	513	619	89
ZNF826P	1	0	3	8	0	0	0	0	10	5	7	2
ZNF827	115	1	784	310	1	32	68	8	503	268	427	542
ZNF829	82	38	596	292	86	106	29	116	660	933	495	657
ZNF83	255	348	1,937	1,909	790	1,843	2,083	1,776	3,718	4,227	4,140	4,646
ZNF830	394	99	708	715	744	886	625	900	1,116	1,410	1,432	1,022
ZNF831	0	0	789	693	37	3	3	60	766	886	802	1,199
ZNF833P	41	0	1	0	16	0	0	0	0	1	0	0
ZNF835	17	8	21	8	4	8	3	1	85	109	129	181
ZNF836	102	234	338	301	28	138	288	128	675	1,179	523	526
ZNF837	0	123	0	0	133	15	101	26	163	264	179	305
ZNF839	124	157	484	604	548	417	585	340	981	476	833	840
ZNF84	491	290	1,152	1,123	421	430	838	1,310	3,437	2,483	2,702	2,633
ZNF841	151	105	377	156	264	315	69	440	772	479	896	875
ZNF843	13	0	0	0	1	0	0	0	5	0	1	2
ZNF844	70	299	178	53	7	177	485	95	226	340	399	530
ZNF845	827	1	885	573	349	799	1,295	768	1,211	1,099	1,891	937
ZNF846	78	121	129	272	61	136	237	136	206	122	200	274
ZNF847P	0	0	0	0	0	0	0	0	0	0	0	0
ZNF85	100	22	335	22	26	99	101	148	365	399	514	303
ZNF850	62	159	434	137	102	63	199	123	180	432	194	327
ZNF852	35	3	172	57	78	81	260	298	178	147	176	321
ZNF853	0	0	1	3	0	0	23	24	132	6	43	177
ZNF860	50	0	3	1	0	0	13	0	4	0	5	0
ZNF862	384	109	453	1,299	433	332	626	435	1,118	1,048	1,690	1,528
ZNF865	46	11	106	143	124	30	81	15	124	72	53	34
ZNF876P	34	1	43	113	0	16	4	19	86	4	7	15
ZNF878	0	0	0	0	0	0	0	0	41	0	0	2
ZNF879	230	0	549	82	53	512	761	307	618	947	820	647
ZNF880	17	42	380	326	123	233	523	160	545	682	1,015	238
ZNF883	37	0	66	1	1	17	31	75	103	120	105	239
ZNF888	153	294	90	64	66	131	232	65	116	196	182	103
ZNF890P	7	8	50	0	1	11	35	8	11	11	169	12
ZNF891	0	217	300	307	54	46	21	38	137	207	209	190
ZNF90	54	120	84	36	0	23	0	16	55	6	61	82
ZNF91	138	230	2,492	1,663	562	845	788	1,057	4,044	3,636	3,330	3,271
ZNF92	349	1	492	378	127	579	897	704	1,102	1,610	1,747	1,004
ZNF93	171	2	111	110	116	189	377	202	518	128	184	353
ZNF98	3	0	6	13	0	0	4	0	0	1	0	0
ZNF99	109	49	275	82	1	0	43	1	34	1	27	49
ZNFX1	2,562	2,758	2,878	4,909	4,614	5,080	4,165	3,521	6,271	7,279	8,054	6,276
ZNHIT1	638	603	350	291	4,262	3,086	2,457	2,623	1,071	1,344	1,200	1,086
ZNHIT2	113	2	89	184	795	258	470	399	370	626	505	380
ZNHIT3	433	924	727	824	2,225	1,455	1,883	1,662	1,707	1,567	1,878	1,623
ZNHIT6	194	835	664	1,032	840	690	456	672	2,240	2,177	1,660	1,978
ZNRD1	335	444	333	543	1,568	1,506	1,170	622	1,691	1,551	1,898	1,049
ZNRD1-AS1	49	11	136	80	16	62	54	74	133	204	134	185
ZNRF1	115	197	140	117	173	152	612	165	1,716	110	247	261
ZNRF2	217	71	186	160	244	268	950	479	243	101	240	259
ZNRF2P1	0	89	4	7	18	14	1	7	0	0	0	2
ZNRF2P2	0	5	0	0	0	0	0	0	0	0	0	0
ZNRF3	27	4	174	136	26	15	34	73	52	49	7	20
ZNRF3-AS1	64	6	12	10	1	17	35	2	12	4	13	31
ZNRF4	30	65	0	0	0	0	0	0	0	0	0	0
ZP1	2	0	3	4	0	1	23	1	26	38	34	10
ZP2	3	8	23	1	0	0	3	0	0	0	0	0
ZP3	127	1	37	1	361	389	531	631	169	112	63	94
ZP4	0	0	5	0	0	1	0	0	0	0	0	0
ZPBP	0	0	0	2	0	0	0	0	0	0	4	0
ZPBP2	2	1	48	0	0	0	0	0	0	2	12	2
ZPLD1	4	4	32	0	0	0	0	0	0	0	0	0
ZPR1	603	962	460	754	1,675	2,111	1,822	1,471	1,847	1,928	1,907	821
ZRANB1	667	508	749	540	587	590	907	777	1,126	727	1,061	1,463
ZRANB2	2,213	2,597	4,443	2,813	1,669	3,631	4,667	3,935	6,951	6,128	7,766	6,682
ZRANB2-AS1	30	13	34	19	4	16	14	12	40	37	42	31
ZRANB2-AS2	15	0	18	12	0	0	0	6	5	12	25	0
ZRANB3	198	253	341	131	122	182	21	138	200	319	80	142
